Student_ID,College,Year_Level,Prior_GPA,Final_Grade,Reading_Dependency_Score,Writing_Dependency_Score,Numeracy_Dependency_Score,Motivation_Score,Environment_Score,AI_Dependency_Index,AI_Sessions_Week,Avg_Session_Duration_Min,AI_Tools_Count,Primary_AI_Tool,Usage_Purpose_Buckets,Study_Hours_Per_Week,Assignment_Submission_Punctuality,LMS_Activity_Level,Grade_Improvement_Delta,High_Risk_Flag
S0878,College of Computer Studies,4,3.38,3.76,5.94,4.1,3.67,4.3,3.38,4.49,7,5,3,Grammarly,Brainstorming,6.2,0.64,20,0.38,1
S0879,College of Engineering,1,3.68,3.99,3.0,5.69,3.64,3.34,6.35,4.07,4,40,3,Grammarly,Problem-solving,10.0,0.88,23,0.31,1
S0880,College of Computer Studies,4,2.69,2.28,2.68,2.18,5.83,5.9,4.41,3.51,4,32,1,QuillBot,Grammar,3.6,0.91,21,-0.41,1
S0881,College of Computer Studies,1,3.28,3.64,5.81,5.06,2.98,4.19,5.05,4.89,0,31,3,Grammarly,Grammar,9.5,0.86,19,0.36,0
S0882,College of Arts,2,2.99,3.28,3.13,3.6,4.55,7.0,5.43,3.55,7,29,3,Gemini,Paraphrasing,9.7,0.81,14,0.29,1
S0883,College of Business,2,2.72,2.99,4.16,4.27,6.26,5.67,3.67,4.91,5,18,4,Bard,Paraphrasing,11.9,0.97,12,0.27,0
S0884,College of Computer Studies,1,3.96,4.0,4.33,5.33,4.92,5.34,4.67,4.66,4,20,2,ChatGPT,Problem-solving,4.8,0.92,15,0.04,0
S0885,College of Business,2,3.16,3.49,5.17,4.85,4.7,4.88,4.0,4.72,8,19,4,Bard,Problem-solving,14.6,0.56,15,0.33,1
S0886,College of Computer Studies,1,4.0,4.0,4.05,6.24,2.57,2.9,4.73,4.48,7,29,4,Grammarly,Paraphrasing,15.8,0.63,9,0.0,0
S0887,College of Computer Studies,4,2.52,2.95,7.0,5.08,5.42,5.21,5.86,5.87,5,7,1,QuillBot,Paraphrasing,2.5,0.98,19,0.43,0
S0888,College of Computer Studies,4,3.24,3.01,7.0,2.28,2.87,5.56,7.0,3.97,6,46,5,Bard,Research,10.5,0.65,16,-0.23,0
S0889,College of Education,3,3.47,3.93,3.51,3.9,3.56,6.17,6.12,3.38,13,7,1,Gemini,Computation,10.1,0.86,19,0.46,0
S0890,College of Education,4,3.06,3.47,3.42,4.15,7.0,6.23,3.08,4.28,9,22,3,Bard,Paraphrasing,13.7,0.9,16,0.41,0
S0891,College of Education,4,2.63,2.73,5.96,5.24,6.78,7.0,5.54,5.97,7,30,4,Gemini,Paraphrasing,13.2,0.58,16,0.1,0
S0892,College of Engineering,3,3.36,3.25,4.9,7.0,3.88,4.88,6.03,5.31,9,36,5,Gemini,Computation,7.6,0.77,18,-0.11,0
S0893,College of Computer Studies,3,3.16,3.58,4.1,4.82,1.5,4.69,5.93,3.85,2,15,1,Gemini,Grammar,11.8,0.91,27,0.42,1
S0894,College of Computer Studies,4,2.99,2.39,5.12,5.88,5.16,6.45,4.69,5.28,9,18,2,ChatGPT,Computation,7.6,0.67,14,-0.6,0
S0895,College of Engineering,4,3.07,3.43,2.95,6.09,4.48,5.52,5.45,4.99,4,9,5,Grammarly,Brainstorming,12.0,0.93,16,0.36,0
S0896,College of Arts,2,3.52,3.95,3.39,4.89,1.99,3.06,5.36,3.14,1,19,1,Grammarly,Research,15.0,0.9,22,0.43,0
S0897,College of Engineering,1,2.68,2.49,3.77,5.66,5.8,3.76,3.05,5.51,9,26,4,QuillBot,Problem-solving,11.9,0.61,12,-0.19,0
S0898,College of Computer Studies,1,3.7,4.0,5.28,4.62,3.33,2.12,3.9,4.61,9,31,5,Grammarly,Problem-solving,8.0,0.64,18,0.3,0
S0899,College of Computer Studies,4,2.63,3.52,2.95,3.78,6.85,4.59,6.06,4.32,10,25,1,Gemini,Research,14.0,0.61,17,0.89,0
S0900,College of Arts,4,2.86,3.23,5.06,3.75,1.75,4.89,5.11,3.92,8,10,5,Bard,Brainstorming,18.5,0.5,19,0.37,1
S0901,College of Engineering,1,2.94,3.14,5.75,5.02,5.78,3.48,4.32,5.49,6,15,3,Gemini,Research,20.7,0.56,21,0.2,1
S0902,College of Arts,1,2.15,2.45,5.13,4.01,3.23,5.56,2.8,3.82,7,17,2,Grammarly,Research,14.4,0.91,15,0.3,0
S0903,College of Arts,1,3.11,3.8,3.69,1.0,5.75,6.79,4.03,3.15,6,20,3,ChatGPT,Problem-solving,15.7,0.99,8,0.69,0
S0904,College of Education,2,3.53,4.0,6.04,2.37,2.97,5.64,2.79,4.12,6,24,2,ChatGPT,Computation,10.1,0.92,16,0.47,0
S0905,College of Education,1,3.43,3.89,6.48,7.0,4.25,6.42,5.81,6.19,6,39,2,Gemini,Research,10.0,0.8,10,0.46,0
S0906,College of Education,3,2.51,3.17,1.94,4.83,1.52,4.13,5.42,3.12,3,18,5,QuillBot,Paraphrasing,8.9,0.89,23,0.66,1
S0907,College of Education,4,2.76,2.69,4.12,6.01,3.96,5.71,5.69,4.94,4,22,1,Grammarly,Problem-solving,12.1,0.55,25,-0.07,1
S0908,College of Computer Studies,1,3.32,3.66,3.3,3.15,3.69,4.98,4.43,2.99,5,1,5,Bard,Computation,9.0,0.82,22,0.34,0
S0909,College of Education,3,2.17,2.5,2.36,5.34,4.24,4.79,4.29,4.37,8,13,5,Grammarly,Grammar,12.4,0.85,13,0.33,0
S0910,College of Education,2,3.22,3.5,1.0,2.02,7.0,4.34,6.32,3.14,6,17,1,Gemini,Research,7.9,0.97,9,0.28,0
S0911,College of Business,2,3.0,3.13,5.26,3.53,3.4,5.35,6.78,4.38,6,27,4,Grammarly,Computation,9.9,0.82,13,0.13,0
S0912,College of Education,2,3.08,3.7,2.09,3.65,3.45,4.39,4.72,3.07,3,21,3,Grammarly,Problem-solving,16.8,0.5,15,0.62,0
S0913,College of Education,1,3.47,3.94,2.26,3.46,4.37,5.71,4.8,3.41,5,16,1,ChatGPT,Problem-solving,4.4,0.92,25,0.47,0
S0914,College of Computer Studies,1,2.77,2.64,4.24,5.19,5.33,5.31,6.63,4.7,3,18,2,Bard,Computation,12.5,0.91,18,-0.13,1
S0915,College of Business,4,3.51,3.99,3.33,3.32,3.38,5.53,5.29,4.02,9,18,5,ChatGPT,Paraphrasing,13.8,0.88,19,0.48,1
S0916,College of Computer Studies,3,2.98,3.96,2.41,5.13,3.14,6.05,4.45,3.23,4,18,1,QuillBot,Research,17.3,0.5,27,0.98,0
S0917,College of Computer Studies,2,2.87,3.52,4.59,4.66,2.05,6.55,4.97,3.62,5,1,2,Bard,Problem-solving,8.5,0.7,14,0.65,0
S0918,College of Computer Studies,2,3.24,2.89,3.55,6.61,7.0,5.66,6.34,5.8,5,19,1,QuillBot,Problem-solving,7.0,0.87,16,-0.35,0
S0919,College of Business,1,2.64,2.27,4.99,5.58,4.98,3.51,4.7,4.99,10,26,4,ChatGPT,Problem-solving,12.0,0.91,16,-0.37,1
S0920,College of Business,2,3.28,2.94,2.21,4.63,5.14,7.0,4.33,3.7,10,16,2,Grammarly,Brainstorming,6.9,0.85,23,-0.34,0
S0921,College of Engineering,3,3.03,2.94,4.3,5.58,4.02,6.26,4.35,4.47,12,11,3,ChatGPT,Computation,6.9,0.65,21,-0.09,0
S0922,College of Arts,4,2.42,2.83,2.82,2.14,4.02,4.34,4.5,2.98,7,18,3,Bard,Grammar,11.3,0.86,24,0.41,1
S0923,College of Arts,3,2.97,2.77,3.27,4.09,4.85,4.73,3.99,3.72,6,13,2,QuillBot,Computation,11.6,0.5,15,-0.2,0
S0924,College of Computer Studies,1,2.77,2.86,7.0,4.0,4.77,5.15,5.09,5.37,9,26,2,ChatGPT,Grammar,11.7,0.79,21,0.09,1
S0925,College of Education,4,3.4,3.52,3.51,5.7,4.24,7.0,4.46,4.63,6,22,1,ChatGPT,Grammar,13.9,0.5,9,0.12,0
S0926,College of Arts,1,2.9,3.52,5.79,2.8,5.26,2.98,3.39,4.52,2,34,4,Gemini,Paraphrasing,13.0,0.94,12,0.62,1
S0927,College of Computer Studies,1,2.91,2.97,4.65,2.54,3.66,5.51,5.09,3.51,5,19,4,QuillBot,Paraphrasing,8.7,0.66,18,0.06,0
S0928,College of Education,2,3.77,3.8,2.83,3.5,3.94,5.41,2.55,3.23,3,35,1,ChatGPT,Brainstorming,9.2,0.6,20,0.03,0
S0929,College of Computer Studies,2,2.39,2.23,5.09,4.69,5.82,6.17,5.33,5.23,7,27,4,Bard,Research,9.7,0.62,13,-0.16,0
S0930,College of Arts,2,3.58,4.0,3.64,6.39,2.41,3.8,6.79,4.23,8,33,4,QuillBot,Grammar,11.9,0.63,22,0.42,0
S0931,College of Computer Studies,3,2.8,2.88,4.35,3.03,5.06,5.12,4.66,4.17,8,7,4,Bard,Computation,12.4,0.81,18,0.08,0
S0932,College of Engineering,4,3.22,3.55,4.28,5.76,1.0,4.16,5.31,3.75,8,36,4,ChatGPT,Problem-solving,18.6,0.89,23,0.33,0
S0933,College of Education,2,2.68,2.49,4.98,5.09,4.25,5.79,4.18,5.02,6,9,3,Gemini,Paraphrasing,15.2,0.6,15,-0.19,1
S0934,College of Education,3,3.04,3.13,3.9,5.66,5.58,5.3,5.46,4.99,4,23,1,QuillBot,Brainstorming,8.7,0.5,13,0.09,0
S0935,College of Arts,4,2.68,2.64,1.87,7.0,4.23,3.39,3.57,4.43,4,24,4,QuillBot,Grammar,5.7,0.53,34,-0.04,1
S0936,College of Education,3,2.69,3.13,1.72,5.5,3.34,4.11,3.32,3.47,8,44,1,Grammarly,Grammar,11.9,0.5,17,0.44,1
S0937,College of Business,4,3.27,3.33,6.68,6.33,6.61,4.91,4.25,6.47,7,35,2,Bard,Paraphrasing,1.0,0.72,18,0.06,1
S0938,College of Computer Studies,3,3.11,3.1,4.12,3.83,3.89,4.81,4.6,4.08,5,12,5,QuillBot,Problem-solving,9.3,0.93,15,-0.01,0
S0939,College of Education,1,3.36,3.75,5.61,4.41,3.15,5.74,5.4,4.5,7,20,3,ChatGPT,Problem-solving,13.0,0.93,10,0.39,0
S0940,College of Arts,4,2.62,2.77,4.08,7.0,3.26,5.07,1.81,4.56,4,23,2,QuillBot,Problem-solving,7.5,0.8,15,0.15,1
S0941,College of Arts,2,3.66,3.85,5.64,5.05,3.59,4.88,6.49,4.78,6,30,2,ChatGPT,Computation,14.6,0.66,23,0.19,1
S0942,College of Engineering,1,2.58,2.87,6.56,5.39,5.01,4.67,3.26,5.87,6,25,2,Grammarly,Research,12.0,0.86,17,0.29,0
S0943,College of Engineering,4,2.71,3.42,5.96,3.16,5.02,4.19,4.65,4.39,9,17,3,Gemini,Paraphrasing,7.9,0.79,19,0.71,0
S0944,College of Engineering,4,3.48,3.65,4.89,5.64,3.58,4.8,3.79,4.82,2,19,2,Grammarly,Paraphrasing,8.0,0.69,20,0.17,0
S0945,College of Arts,1,2.11,2.1,7.0,4.77,3.79,4.48,5.11,5.33,7,32,4,QuillBot,Brainstorming,14.5,0.72,19,-0.01,0
S0946,College of Education,3,3.12,3.4,5.62,3.17,4.19,4.74,4.81,4.22,7,34,3,Bard,Grammar,16.6,0.97,20,0.28,0
S0947,College of Business,3,2.88,3.19,2.95,3.06,6.72,4.37,5.37,4.15,6,28,4,Grammarly,Computation,12.0,0.91,21,0.31,0
S0948,College of Computer Studies,3,3.93,4.0,1.91,5.47,5.78,5.21,4.77,4.02,4,36,1,Bard,Research,17.1,0.82,16,0.07,0
S0949,College of Education,1,3.6,4.0,6.26,5.69,3.37,6.34,2.95,5.62,5,41,5,QuillBot,Brainstorming,14.2,0.97,13,0.4,0
S0950,College of Computer Studies,3,2.62,2.73,1.9,5.71,7.0,3.98,4.89,4.99,4,9,1,QuillBot,Computation,6.5,0.83,13,0.11,0
S0951,College of Engineering,2,2.46,2.73,5.02,3.88,4.5,5.85,3.65,4.48,3,3,4,Gemini,Grammar,17.1,0.88,14,0.27,0
S0952,College of Arts,2,2.92,3.61,1.85,4.53,6.52,4.1,4.06,3.95,7,27,5,Gemini,Grammar,12.9,0.72,17,0.69,0
S0953,College of Computer Studies,3,3.05,3.24,3.72,6.58,6.36,6.26,6.29,5.44,4,16,3,ChatGPT,Brainstorming,14.3,0.83,20,0.19,0
S0954,College of Computer Studies,1,3.48,3.46,5.54,3.57,3.52,4.32,2.65,4.09,12,27,1,Bard,Computation,13.8,0.68,18,-0.02,0
S0955,College of Arts,1,3.36,3.64,3.06,4.04,4.29,5.25,4.15,3.93,4,27,4,QuillBot,Research,8.5,0.92,12,0.28,0
S0956,College of Education,4,3.72,4.0,3.58,3.72,4.21,6.38,4.22,4.19,5,19,1,Bard,Problem-solving,12.1,0.93,21,0.28,0
S0957,College of Education,1,2.96,2.6,4.89,4.65,4.14,4.26,5.01,4.66,4,31,2,Grammarly,Brainstorming,12.7,0.87,15,-0.36,0
S0958,College of Business,3,3.22,3.53,2.95,4.84,4.52,5.4,4.95,4.19,8,19,2,QuillBot,Problem-solving,15.3,0.53,19,0.31,0
S0959,College of Business,1,2.71,2.68,4.94,1.0,3.48,4.31,3.61,3.16,7,7,3,ChatGPT,Research,10.5,0.81,17,-0.03,0
S0960,College of Business,1,3.57,3.84,1.91,5.47,5.79,3.43,6.67,4.3,8,42,4,Gemini,Grammar,5.8,0.98,22,0.27,0
S0961,College of Education,3,3.16,3.9,5.31,4.87,2.84,3.15,4.1,4.39,4,34,5,Bard,Research,12.3,0.9,17,0.74,0
S0962,College of Arts,3,3.47,3.05,3.86,3.38,3.23,5.75,7.0,3.33,11,31,3,Gemini,Paraphrasing,2.7,0.92,19,-0.42,0
S0963,College of Business,3,3.08,3.31,6.47,4.32,2.82,3.75,5.87,4.78,10,16,5,QuillBot,Brainstorming,10.8,0.89,10,0.23,0
S0964,College of Computer Studies,1,2.91,3.38,5.8,4.63,3.08,3.46,2.65,4.84,5,22,3,Bard,Grammar,18.6,0.82,17,0.47,0
S0965,College of Engineering,1,2.48,2.57,6.19,5.6,4.22,5.0,3.04,5.2,1,25,2,Gemini,Research,8.9,0.84,16,0.09,0
S0966,College of Engineering,4,3.25,3.0,2.2,4.76,4.57,4.01,6.26,3.73,2,15,4,Grammarly,Problem-solving,9.1,0.87,12,-0.25,1
S0967,College of Education,2,3.14,3.81,2.84,3.74,5.56,4.82,4.24,4.12,5,20,5,ChatGPT,Brainstorming,14.9,0.79,15,0.67,1
S0968,College of Arts,2,3.12,3.07,3.37,4.73,4.99,5.23,5.36,4.53,6,15,4,Grammarly,Computation,9.5,0.82,27,-0.05,0
S0969,College of Computer Studies,1,2.72,3.09,4.47,3.91,4.57,6.39,4.64,4.03,7,40,2,Grammarly,Research,12.5,0.64,20,0.37,1
S0970,College of Business,3,3.06,3.3,5.31,3.38,5.48,3.92,5.0,4.6,4,21,2,ChatGPT,Paraphrasing,12.9,0.85,20,0.24,0
S0971,College of Education,3,2.86,2.34,5.95,4.51,3.02,3.45,3.66,4.23,8,30,2,ChatGPT,Research,3.6,0.87,18,-0.52,0
S0972,College of Computer Studies,1,4.0,4.0,6.4,5.19,3.34,6.27,5.4,5.01,4,16,4,Grammarly,Research,12.7,0.78,19,0.0,0
S0973,College of Education,4,3.23,3.51,4.04,3.75,4.83,6.04,5.22,4.07,5,32,3,ChatGPT,Paraphrasing,7.0,0.59,20,0.28,0
S0974,College of Education,1,2.48,2.84,3.99,5.9,4.97,6.13,3.06,5.0,8,36,2,Gemini,Computation,9.6,0.9,17,0.36,0
S0975,College of Education,2,2.61,2.93,3.88,6.53,2.45,3.77,2.87,4.3,6,39,3,Grammarly,Research,16.1,0.77,28,0.32,1
S0976,College of Education,1,2.72,2.79,1.36,6.27,5.47,7.0,2.27,4.46,5,2,2,Gemini,Research,8.8,0.65,14,0.07,1
S0977,College of Education,1,3.05,3.47,2.12,2.98,6.61,5.07,5.86,4.14,4,17,5,QuillBot,Research,11.9,0.85,22,0.42,1
S0978,College of Business,3,2.43,2.51,4.86,7.0,4.07,5.48,5.56,5.17,8,13,4,Gemini,Paraphrasing,15.2,0.84,15,0.08,1
S0979,College of Education,2,3.22,3.6,2.11,3.61,1.93,4.3,4.22,2.68,5,1,5,QuillBot,Brainstorming,16.4,0.8,9,0.38,0
S0980,College of Business,4,3.68,3.75,4.35,3.67,3.85,5.13,4.52,3.85,6,28,1,ChatGPT,Paraphrasing,6.0,0.85,21,0.07,0
S0981,College of Computer Studies,3,2.53,2.84,1.93,4.11,3.7,5.79,4.72,3.13,7,20,3,QuillBot,Computation,8.0,0.81,22,0.31,0
S0982,College of Computer Studies,3,3.72,3.82,5.32,3.41,3.58,5.05,6.13,4.41,5,45,1,Gemini,Computation,13.2,0.79,15,0.1,0
S0983,College of Engineering,1,2.84,3.0,5.02,5.82,5.62,5.52,2.55,5.27,6,20,4,Gemini,Problem-solving,11.8,0.82,18,0.16,0
S0984,College of Arts,4,2.6,3.33,5.48,3.72,2.91,6.4,4.89,3.97,8,12,1,Gemini,Problem-solving,18.5,0.81,21,0.73,0
S0985,College of Computer Studies,1,3.37,3.41,5.26,5.39,5.47,5.52,5.64,5.4,4,19,4,QuillBot,Brainstorming,8.9,0.5,22,0.04,0
S0986,College of Engineering,3,3.4,3.96,4.72,4.21,5.67,5.56,3.52,4.9,6,19,4,Grammarly,Brainstorming,9.7,0.86,20,0.56,0
S0987,College of Business,4,3.18,2.49,3.34,6.33,5.52,4.65,7.0,5.26,9,29,3,QuillBot,Paraphrasing,9.3,0.86,12,-0.69,0
S0988,College of Business,2,3.44,3.17,4.5,4.84,4.47,3.76,5.39,4.36,5,21,4,Bard,Research,7.4,0.76,15,-0.27,0
S0989,College of Engineering,3,3.34,3.54,4.92,7.0,3.81,4.64,4.25,5.25,11,15,3,Grammarly,Grammar,13.5,0.65,17,0.2,0
S0990,College of Education,1,3.14,3.47,2.6,4.61,5.7,5.07,5.73,4.12,4,37,2,Gemini,Grammar,14.1,0.78,15,0.33,0
S0991,College of Arts,3,3.82,4.0,7.0,5.76,3.32,5.68,2.83,5.36,3,5,3,Gemini,Grammar,10.9,0.97,28,0.18,0
S0992,College of Computer Studies,3,3.31,3.79,2.27,3.42,4.38,5.48,6.08,3.2,7,8,4,ChatGPT,Research,12.4,0.9,15,0.48,0
S0993,College of Education,3,3.33,2.89,2.73,3.28,5.9,2.54,3.99,3.85,9,25,5,Grammarly,Research,8.3,0.65,22,-0.44,0
S0994,College of Engineering,3,2.46,2.16,4.38,7.0,6.26,3.68,4.22,6.35,6,13,4,Gemini,Grammar,8.6,0.92,15,-0.3,1
S0995,College of Engineering,4,3.47,3.87,5.02,5.21,3.51,4.23,4.3,4.33,3,24,3,QuillBot,Brainstorming,17.3,0.61,10,0.4,0
S0996,College of Education,3,2.49,3.01,5.79,2.85,5.03,4.35,5.22,4.71,3,23,1,Gemini,Grammar,6.2,0.85,13,0.52,0
S0997,College of Education,2,3.1,3.44,3.34,1.77,2.43,4.55,5.69,2.59,9,23,4,QuillBot,Computation,5.5,0.92,16,0.34,0
S0998,College of Business,2,3.0,3.32,2.77,4.27,2.42,5.59,4.64,3.11,6,4,4,QuillBot,Grammar,9.4,0.51,21,0.32,0
S0999,College of Education,4,2.75,2.51,5.71,5.97,3.52,5.34,3.56,5.11,7,17,4,ChatGPT,Problem-solving,10.9,0.85,19,-0.24,0
S1000,College of Engineering,3,3.08,3.4,4.84,4.78,4.25,4.12,5.09,4.27,5,15,4,ChatGPT,Computation,14.3,0.61,12,0.32,0
